,CPU_A,RAM_A,CPU_B,RAM_B,CPU_C,RAM_C
535,0.24,0.7,0.23,0.6,0.92,0.6
536,0.42,0.5,0.84,0.3,0.85,0.6
537,0.81,0.6,0.82,0.7,0.55,0.8
538,0.81,0.7,0.19,0.4,0.94,0.7
539,0.73,0.5,0.31,0.3,0.57,0.6
540,0.19,0.6,0.22,0.6,0.58,0.3
541,0.54,0.7,0.27,0.4,0.3,0.5
542,0.49,0.6,0.7,0.7,0.36,0.4
543,0.63,0.3,0.12,0.7,0.77,0.8
544,0.86,0.8,0.66,0.7,0.37,0.5
545,0.76,0.6,0.17,0.7,0.44,0.6
546,0.22,0.3,0.11,0.8,0.31,0.6
547,0.22,0.7,0.39,0.8,0.18,0.8
548,0.69,0.8,0.6,0.3,0.65,0.7
549,0.81,0.6,0.32,0.6,0.38,0.4
550,0.72,0.6,0.21,0.7,0.91,0.6
551,0.31,0.6,0.61,0.5,0.52,0.4
552,0.64,0.7,0.28,0.5,0.5,0.5
553,0.58,0.8,0.91,0.3,0.4,0.6
554,0.44,0.6,0.42,0.7,0.36,0.6
555,0.97,0.5,0.48,0.6,0.61,0.4
556,0.36,0.4,0.1,0.8,0.79,0.7
557,0.6,0.5,0.74,0.5,0.8,0.5
558,0.43,0.7,0.21,0.5,0.17,0.3
559,0.95,0.4,0.41,0.3,0.17,0.5
560,0.74,0.8,0.78,0.8,0.21,0.5
561,0.19,0.3,0.87,0.7,0.78,0.7
562,0.81,0.7,0.52,0.6,0.76,0.4
563,0.86,0.3,0.27,0.6,0.24,0.3
564,0.6,0.8,0.22,0.8,0.32,0.5
565,0.78,0.5,0.41,0.6,0.1,0.7
566,0.45,0.6,0.65,0.5,0.44,0.7
567,0.52,0.7,0.47,0.4,0.52,0.5
568,0.68,0.4,0.33,0.4,0.95,0.4
569,0.4,0.7,0.71,0.3,0.42,0.6
570,0.49,0.3,0.58,0.4,0.11,0.7
571,0.16,0.8,0.96,0.7,0.38,0.6
572,0.14,0.7,0.15,0.7,0.52,0.6
573,0.62,0.4,0.22,0.3,0.56,0.7
574,0.29,0.6,0.45,0.3,0.17,0.8
575,0.65,0.8,0.16,0.4,0.13,0.7
576,0.68,0.5,0.29,0.6,0.29,0.6
577,0.46,0.6,0.34,0.6,0.57,0.6
578,0.27,0.6,0.32,0.4,0.6,0.6
579,0.84,0.4,0.44,0.8,0.74,0.5
580,0.75,0.7,0.26,0.4,0.84,0.3
581,0.63,0.4,0.7,0.5,0.55,0.7
582,0.81,0.8,0.58,0.5,0.17,0.4
583,0.35,0.6,0.6,0.8,0.77,0.3
584,0.85,0.6,0.3,0.4,0.92,0.6
585,0.13,0.4,0.44,0.3,0.77,0.6
586,0.64,0.5,0.91,0.6,0.17,0.6
587,0.4,0.3,0.3,0.7,0.29,0.7
588,0.36,0.6,0.18,0.7,0.22,0.3
589,0.96,0.6,0.3,0.4,0.4,0.8
590,0.52,0.4,0.74,0.5,0.26,0.4
591,0.71,0.6,0.27,0.7,0.3,0.5
592,0.78,0.7,0.79,0.6,0.89,0.6
593,0.79,0.5,0.37,0.5,0.75,0.8
594,0.15,0.8,0.62,0.4,0.52,0.7
595,0.7,0.7,0.88,0.4,0.15,0.5
596,0.71,0.8,0.83,0.6,0.59,0.7
597,0.33,0.7,0.25,0.6,0.46,0.7
598,0.79,0.4,0.9,0.6,0.57,0.7
599,0.41,0.4,0.88,0.4,0.68,0.5
600,0.41,0.6,0.88,0.6,0.96,0.7
601,0.65,0.5,0.34,0.6,0.53,0.5
602,0.14,0.8,0.24,0.3,0.91,0.5
603,0.97,0.4,0.52,0.4,0.5,0.6
604,0.69,0.3,0.47,0.7,0.52,0.5
605,0.2,0.5,0.43,0.8,0.23,0.5
606,0.92,0.4,0.38,0.7,0.87,0.6
607,0.97,0.6,0.68,0.6,0.66,0.5
608,0.14,0.8,0.29,0.5,0.75,0.4
609,0.34,0.8,0.31,0.6,0.86,0.7
610,0.81,0.8,0.49,0.6,0.81,0.6
611,0.59,0.6,0.81,0.5,0.49,0.6
612,0.45,0.6,0.25,0.4,0.73,0.6
613,0.45,0.6,0.48,0.5,0.85,0.6
614,0.77,0.5,0.65,0.4,0.17,0.6
615,0.92,0.7,0.31,0.6,0.83,0.5
616,0.56,0.8,0.57,0.3,0.32,0.7
617,0.76,0.5,0.3,0.3,0.12,0.7
618,0.52,0.4,0.38,0.4,0.81,0.3
619,0.68,0.4,0.61,0.3,0.75,0.3
620,0.62,0.6,0.79,0.6,0.93,0.5
621,0.64,0.8,0.69,0.8,0.81,0.3
622,0.25,0.4,0.5,0.4,0.9,0.4
623,0.95,0.5,0.5,0.6,0.78,0.7
624,0.69,0.3,0.16,0.4,0.96,0.8
625,0.63,0.5,0.59,0.7,0.94,0.5
626,0.72,0.6,0.31,0.8,0.3,0.8
627,0.19,0.7,0.43,0.4,0.2,0.7
628,0.59,0.5,0.13,0.7,0.34,0.8
629,0.25,0.8,0.14,0.6,0.61,0.7
630,0.38,0.6,0.88,0.7,0.51,0.6
631,0.27,0.4,0.88,0.6,0.86,0.4
632,0.86,0.4,0.43,0.5,0.61,0.4
633,0.24,0.7,0.31,0.5,0.31,0.3
634,0.91,0.7,0.59,0.7,0.74,0.6
635,0.56,0.5,0.43,0.6,0.66,0.5
636,0.44,0.6,0.86,0.5,0.29,0.6
637,0.9,0.7,0.29,0.7,0.77,0.5
638,0.62,0.4,0.68,0.6,0.18,0.5
639,0.1,0.6,0.32,0.4,0.14,0.6
640,0.69,0.6,0.24,0.8,0.6,0.5
641,0.44,0.4,0.66,0.8,0.4,0.4
642,0.29,0.5,0.64,0.5,0.79,0.6
643,0.75,0.7,0.29,0.4,0.42,0.6
644,0.15,0.4,0.81,0.5,0.94,0.4
645,0.92,0.4,0.95,0.4,0.12,0.6
646,0.91,0.5,0.62,0.6,0.63,0.5
647,0.41,0.5,0.74,0.3,0.62,0.5
648,0.15,0.4,0.61,0.4,0.74,0.4
649,0.59,0.5,0.19,0.6,0.65,0.6
650,0.38,0.4,0.36,0.6,0.63,0.6
651,0.38,0.4,0.97,0.6,0.77,0.4
652,0.73,0.4,0.5,0.4,0.51,0.5
653,0.1,0.3,0.38,0.7,0.83,0.3
654,0.84,0.5,0.68,0.3,0.58,0.4
655,0.95,0.5,0.92,0.3,0.55,0.7
656,0.56,0.3,0.21,0.7,0.28,0.5
657,0.95,0.8,0.95,0.6,0.38,0.7
658,0.55,0.4,0.57,0.5,0.17,0.4
659,0.43,0.8,0.42,0.4,0.64,0.3
660,0.14,0.5,0.39,0.6,0.47,0.4
661,0.16,0.7,0.38,0.5,0.91,0.4
662,0.42,0.4,0.49,0.4,0.24,0.7
663,0.66,0.7,0.79,0.4,0.57,0.5
664,0.7,0.6,0.9,0.6,0.21,0.7
665,0.39,0.5,0.21,0.4,0.52,0.4
666,0.13,0.4,0.85,0.8,0.17,0.6
667,0.95,0.3,0.39,0.5,0.95,0.4
668,0.69,0.4,0.1,0.6,0.32,0.5
669,0.14,0.3,0.29,0.4,0.37,0.7
670,0.43,0.3,0.85,0.3,0.67,0.7
671,0.84,0.3,0.4,0.6,0.26,0.6
672,0.24,0.7,0.32,0.8,0.36,0.6
673,0.62,0.4,0.63,0.6,0.24,0.4
674,0.87,0.5,0.66,0.7,0.94,0.4
675,0.59,0.6,0.95,0.5,0.69,0.6
676,0.89,0.5,0.73,0.6,0.87,0.7
677,0.26,0.3,0.62,0.4,0.67,0.5
678,0.79,0.6,0.4,0.3,0.72,0.5
679,0.34,0.7,0.92,0.4,0.68,0.6
680,0.37,0.5,0.95,0.6,0.26,0.8
681,0.68,0.7,0.15,0.7,0.62,0.3
682,0.22,0.5,0.58,0.7,0.96,0.4
683,0.79,0.3,0.51,0.6,0.79,0.3
684,0.33,0.8,0.11,0.4,0.78,0.6
685,0.93,0.7,0.72,0.6,0.66,0.4
686,0.47,0.4,0.3,0.6,0.87,0.7
687,0.83,0.4,0.85,0.6,0.22,0.5
688,0.72,0.8,0.79,0.5,0.45,0.5
689,0.76,0.3,0.33,0.7,0.89,0.4
690,0.83,0.6,0.14,0.6,0.76,0.7
691,0.9,0.7,0.64,0.4,0.81,0.5
692,0.55,0.3,0.95,0.4,0.88,0.3
693,0.36,0.5,0.61,0.6,0.92,0.7
694,0.78,0.4,0.95,0.3,0.53,0.5
695,0.59,0.7,0.72,0.5,0.93,0.5
696,0.11,0.4,0.8,0.7,0.15,0.6
697,0.24,0.4,0.31,0.4,0.22,0.3
698,0.61,0.5,0.57,0.7,0.22,0.4
699,0.58,0.7,0.69,0.4,0.65,0.5
700,0.4,0.4,0.47,0.5,0.38,0.6
701,0.18,0.7,0.76,0.7,0.14,0.6
702,0.8,0.5,0.87,0.6,0.61,0.4
703,0.84,0.6,0.2,0.6,0.57,0.4
704,0.16,0.4,0.59,0.5,0.43,0.6
705,0.62,0.7,0.93,0.7,0.51,0.8
706,0.25,0.4,0.28,0.4,0.88,0.6
707,0.74,0.5,0.4,0.3,0.15,0.7
708,0.93,0.7,0.71,0.7,0.95,0.6
709,0.36,0.4,0.56,0.7,0.33,0.7
710,0.33,0.5,0.92,0.5,0.58,0.4
711,0.29,0.8,0.47,0.3,0.51,0.6
712,0.94,0.7,0.45,0.4,0.96,0.3
713,0.56,0.7,0.36,0.5,0.35,0.7
714,0.89,0.3,0.84,0.4,0.94,0.7
715,0.55,0.6,0.81,0.7,0.12,0.6
716,0.62,0.6,0.5,0.5,0.77,0.6
717,0.24,0.6,0.18,0.5,0.77,0.8
718,0.77,0.4,0.92,0.5,0.7,0.4
719,0.69,0.5,0.57,0.6,0.17,0.4
720,0.38,0.6,0.11,0.7,0.5,0.5
721,0.11,0.4,0.57,0.4,0.87,0.5
722,0.35,0.3,0.78,0.6,0.25,0.7
723,0.3,0.7,0.32,0.7,0.74,0.7
724,0.4,0.8,0.81,0.7,0.36,0.7
725,0.58,0.7,0.22,0.7,0.41,0.5
726,0.5,0.6,0.73,0.7,0.84,0.3
727,0.56,0.5,0.28,0.6,0.56,0.7
728,0.92,0.3,0.9,0.3,0.59,0.5
729,0.11,0.4,0.54,0.6,0.83,0.4
730,0.82,0.4,0.49,0.7,0.36,0.3
731,0.79,0.4,0.42,0.5,0.15,0.7
732,0.89,0.5,0.58,0.7,0.34,0.5
733,0.22,0.8,0.87,0.8,0.51,0.6
734,0.62,0.5,0.1,0.7,0.63,0.5
735,0.17,0.4,0.84,0.5,0.72,0.6
736,0.11,0.8,0.34,0.4,0.21,0.3
737,0.33,0.6,0.27,0.7,0.3,0.6
738,0.95,0.7,0.75,0.6,0.45,0.3
739,0.35,0.4,0.26,0.5,0.53,0.6
740,0.12,0.8,0.3,0.7,0.55,0.7
741,0.93,0.7,0.45,0.4,0.7,0.7
742,0.85,0.6,0.44,0.8,0.35,0.5
743,0.14,0.4,0.45,0.5,0.64,0.3
744,0.26,0.7,0.4,0.5,0.42,0.7
745,0.59,0.5,0.33,0.3,0.95,0.6
746,0.23,0.7,0.77,0.8,0.52,0.3
747,0.41,0.8,0.53,0.6,0.12,0.6
748,0.77,0.3,0.52,0.5,0.8,0.6
749,0.35,0.8,0.38,0.4,0.17,0.7
750,0.46,0.4,0.65,0.8,0.51,0.4
751,0.12,0.6,0.26,0.3,0.91,0.3
752,0.96,0.5,0.46,0.5,0.6,0.3
753,0.43,0.4,0.14,0.8,0.88,0.3
754,0.41,0.6,0.62,0.8,0.61,0.6
755,0.57,0.5,0.69,0.5,0.42,0.7
756,0.57,0.5,0.2,0.3,0.67,0.7
757,0.56,0.8,0.63,0.3,0.21,0.6
758,0.38,0.5,0.44,0.7,0.58,0.5
759,0.65,0.7,0.7,0.7,0.33,0.5
760,0.53,0.5,0.73,0.5,0.4,0.7
761,0.75,0.6,0.9,0.7,0.73,0.5
762,0.26,0.5,0.51,0.6,0.74,0.5
763,0.15,0.4,0.11,0.7,0.58,0.3
764,0.31,0.8,0.67,0.8,0.37,0.6
765,0.83,0.6,0.13,0.4,0.78,0.4
766,0.67,0.4,0.2,0.8,0.12,0.7
767,0.36,0.7,0.82,0.6,0.62,0.8
768,0.75,0.7,0.58,0.6,0.44,0.8
769,0.5,0.5,0.85,0.5,0.65,0.5
770,0.19,0.4,0.86,0.4,0.65,0.6
771,0.69,0.6,0.91,0.6,0.12,0.3
772,0.3,0.4,0.89,0.7,0.13,0.3
773,0.59,0.5,0.22,0.5,0.74,0.4
774,0.24,0.8,0.49,0.5,0.8,0.5
775,0.88,0.8,0.46,0.7,0.94,0.4
776,0.26,0.7,0.83,0.7,0.16,0.4
777,0.59,0.7,0.92,0.6,0.53,0.5
778,0.52,0.4,0.11,0.7,0.63,0.4
779,0.44,0.4,0.65,0.7,0.72,0.6
780,0.62,0.6,0.71,0.4,0.48,0.7
781,0.74,0.3,0.87,0.4,0.59,0.4
782,0.41,0.7,0.66,0.4,0.93,0.7
783,0.62,0.4,0.69,0.8,0.32,0.5
784,0.71,0.4,0.15,0.5,0.11,0.6
785,0.69,0.4,0.56,0.8,0.91,0.4
786,0.47,0.6,0.27,0.6,0.66,0.4
787,0.58,0.8,0.32,0.7,0.56,0.4
788,0.21,0.5,0.9,0.4,0.72,0.8
789,0.84,0.6,0.72,0.7,0.79,0.5
790,0.7,0.8,0.74,0.7,0.41,0.7
791,0.32,0.7,0.22,0.6,0.91,0.5
792,0.92,0.8,0.74,0.6,0.53,0.4
793,0.53,0.7,0.45,0.5,0.86,0.3
794,0.76,0.4,0.43,0.6,0.34,0.7
795,0.7,0.5,0.78,0.8,0.69,0.5
796,0.83,0.4,0.89,0.7,0.46,0.7
797,0.96,0.8,0.15,0.4,0.55,0.7
798,0.3,0.6,0.7,0.4,0.94,0.7
799,0.21,0.6,0.59,0.7,0.8,0.4
800,0.34,0.5,0.2,0.6,0.51,0.7
801,0.16,0.4,0.65,0.6,0.26,0.8
802,0.58,0.4,0.55,0.4,0.36,0.4
803,0.19,0.4,0.43,0.4,0.34,0.5
804,0.56,0.3,0.24,0.6,0.29,0.5
805,0.36,0.6,0.21,0.5,0.46,0.4
806,0.32,0.5,0.36,0.7,0.81,0.5
807,0.42,0.4,0.51,0.5,0.68,0.4
808,0.1,0.7,0.44,0.7,0.65,0.4
809,0.82,0.4,0.13,0.5,0.1,0.6
810,0.5,0.3,0.38,0.7,0.34,0.6
811,0.93,0.6,0.86,0.3,0.58,0.6
812,0.26,0.4,0.32,0.8,0.89,0.4
813,0.45,0.5,0.88,0.4,0.27,0.8
814,0.67,0.5,0.19,0.6,0.56,0.5
815,0.31,0.3,0.7,0.5,0.49,0.5
816,0.72,0.7,0.94,0.4,0.66,0.4
817,0.92,0.5,0.52,0.4,0.7,0.4
818,0.51,0.5,0.62,0.6,0.21,0.3
819,0.11,0.7,0.43,0.5,0.87,0.3
820,0.88,0.5,0.42,0.8,0.57,0.7
821,0.18,0.8,0.41,0.8,0.93,0.4
822,0.93,0.5,0.24,0.7,0.93,0.7
823,0.29,0.7,0.35,0.4,0.61,0.8
824,0.43,0.5,0.51,0.6,0.24,0.3
825,0.46,0.8,0.42,0.3,0.56,0.7
826,0.2,0.6,0.96,0.6,0.29,0.7
827,0.68,0.6,0.46,0.6,0.58,0.7
828,0.69,0.7,0.15,0.6,0.51,0.7
829,0.46,0.4,0.58,0.6,0.94,0.3
830,0.26,0.5,0.42,0.3,0.94,0.6
831,0.39,0.6,0.95,0.5,0.43,0.6
832,0.56,0.8,0.85,0.5,0.17,0.6
833,0.9,0.6,0.4,0.5,0.69,0.4
834,0.61,0.7,0.59,0.6,0.68,0.7
835,0.6,0.6,0.89,0.5,0.82,0.4
836,0.38,0.7,0.83,0.5,0.22,0.8
837,0.24,0.4,0.41,0.6,0.21,0.7
838,0.84,0.7,0.82,0.7,0.29,0.5
839,0.44,0.3,0.17,0.5,0.61,0.5
840,0.13,0.7,0.32,0.6,0.75,0.5
841,0.41,0.6,0.64,0.4,0.13,0.8
842,0.59,0.6,0.55,0.6,0.53,0.6
843,0.67,0.5,0.57,0.4,0.6,0.7
844,0.15,0.7,0.41,0.5,0.39,0.7
845,0.14,0.6,0.24,0.4,0.62,0.3
846,0.33,0.3,0.36,0.4,0.69,0.6
847,0.3,0.8,0.35,0.5,0.24,0.4
848,0.35,0.8,0.88,0.5,0.52,0.5
849,0.36,0.5,0.45,0.7,0.55,0.5
850,0.49,0.6,0.14,0.4,0.26,0.7
851,0.31,0.4,0.44,0.5,0.82,0.8
852,0.8,0.6,0.85,0.6,0.78,0.3
853,0.16,0.5,0.69,0.4,0.9,0.7
854,0.27,0.7,0.97,0.8,0.77,0.5
855,0.22,0.7,0.23,0.3,0.22,0.4
856,0.13,0.6,0.81,0.3,0.33,0.5
857,0.73,0.7,0.83,0.5,0.71,0.7
858,0.87,0.7,0.79,0.5,0.76,0.4
859,0.63,0.5,0.32,0.7,0.57,0.8
860,0.81,0.8,0.26,0.4,0.14,0.4
861,0.21,0.7,0.88,0.4,0.33,0.3
862,0.63,0.4,0.49,0.6,0.34,0.6
863,0.7,0.4,0.72,0.6,0.22,0.5
864,0.81,0.6,0.13,0.5,0.51,0.4
865,0.11,0.4,0.5,0.4,0.82,0.7
866,0.55,0.5,0.6,0.6,0.41,0.4
867,0.64,0.4,0.48,0.4,0.67,0.6
868,0.52,0.6,0.71,0.6,0.76,0.7
869,0.17,0.6,0.34,0.8,0.87,0.7
870,0.82,0.7,0.79,0.6,0.2,0.3
871,0.21,0.5,0.43,0.5,0.59,0.8
872,0.77,0.5,0.89,0.6,0.68,0.4
873,0.68,0.6,0.55,0.4,0.59,0.5
874,0.82,0.6,0.47,0.7,0.67,0.5
875,0.66,0.6,0.11,0.8,0.62,0.6
876,0.41,0.3,0.22,0.3,0.68,0.4
877,0.48,0.4,0.72,0.7,0.49,0.4
878,0.34,0.8,0.19,0.5,0.43,0.7
879,0.75,0.3,0.22,0.4,0.79,0.7
880,0.56,0.3,0.58,0.5,0.31,0.5
881,0.79,0.6,0.41,0.6,0.12,0.6
882,0.71,0.4,0.65,0.4,0.59,0.4
883,0.15,0.7,0.18,0.6,0.54,0.8
884,0.31,0.5,0.27,0.5,0.7,0.4
885,0.57,0.7,0.44,0.6,0.18,0.3
886,0.76,0.4,0.18,0.3,0.59,0.7
887,0.61,0.5,0.57,0.4,0.25,0.5
888,0.12,0.3,0.34,0.5,0.64,0.3
889,0.25,0.7,0.37,0.8,0.75,0.4
890,0.15,0.4,0.39,0.6,0.74,0.5
891,0.45,0.4,0.79,0.6,0.18,0.4
892,0.55,0.4,0.54,0.7,0.41,0.5
893,0.7,0.7,0.5,0.5,0.6,0.3
894,0.91,0.4,0.61,0.7,0.61,0.6
895,0.16,0.5,0.57,0.5,0.72,0.5
896,0.72,0.8,0.22,0.7,0.94,0.7
897,0.72,0.8,0.62,0.4,0.74,0.7
898,0.37,0.3,0.8,0.7,0.26,0.8
899,0.69,0.7,0.88,0.8,0.3,0.6
900,0.23,0.8,0.19,0.4,0.64,0.6
901,0.17,0.3,0.89,0.4,0.3,0.7
902,0.43,0.5,0.32,0.7,0.79,0.5
903,0.78,0.5,0.58,0.6,0.62,0.7
904,0.46,0.4,0.69,0.7,0.24,0.5
905,0.37,0.4,0.24,0.6,0.97,0.4
906,0.41,0.6,0.23,0.7,0.19,0.4
907,0.83,0.6,0.91,0.3,0.89,0.4
908,0.91,0.7,0.72,0.4,0.2,0.6
909,0.55,0.6,0.82,0.7,0.62,0.6
910,0.13,0.7,0.58,0.5,0.73,0.6
911,0.6,0.7,0.36,0.5,0.22,0.3
912,0.18,0.4,0.89,0.8,0.93,0.5
913,0.68,0.5,0.96,0.5,0.42,0.7
914,0.55,0.6,0.5,0.6,0.15,0.7
915,0.94,0.3,0.45,0.7,0.95,0.6
916,0.7,0.7,0.4,0.4,0.11,0.7
917,0.41,0.8,0.33,0.6,0.52,0.7
918,0.56,0.7,0.22,0.3,0.58,0.4
919,0.62,0.3,0.93,0.8,0.71,0.3
920,0.24,0.3,0.87,0.4,0.17,0.7
921,0.88,0.8,0.72,0.6,0.9,0.7
922,0.47,0.6,0.95,0.3,0.5,0.3
923,0.96,0.4,0.37,0.6,0.51,0.5
924,0.75,0.4,0.46,0.3,0.12,0.6
925,0.25,0.6,0.47,0.3,0.15,0.3
926,0.19,0.8,0.45,0.6,0.3,0.7
927,0.66,0.5,0.63,0.3,0.3,0.6
928,0.28,0.6,0.23,0.8,0.55,0.4
929,0.73,0.3,0.76,0.5,0.87,0.6
930,0.24,0.4,0.15,0.7,0.56,0.4
931,0.67,0.5,0.22,0.6,0.71,0.7
932,0.23,0.5,0.12,0.7,0.12,0.5
933,0.72,0.5,0.37,0.5,0.93,0.3
934,0.78,0.5,0.77,0.4,0.32,0.7
935,0.67,0.8,0.26,0.5,0.3,0.4
936,0.71,0.5,0.91,0.3,0.26,0.7
937,0.33,0.8,0.54,0.4,0.45,0.4
938,0.22,0.6,0.12,0.7,0.75,0.8
939,0.42,0.5,0.6,0.4,0.95,0.5
940,0.69,0.4,0.81,0.5,0.39,0.4
941,0.68,0.4,0.28,0.5,0.29,0.7
942,0.7,0.7,0.94,0.7,0.6,0.3
943,0.35,0.7,0.23,0.5,0.69,0.5
944,0.27,0.8,0.64,0.3,0.63,0.6
945,0.26,0.6,0.75,0.7,0.2,0.3
946,0.31,0.4,0.15,0.3,0.48,0.5
947,0.71,0.6,0.27,0.7,0.15,0.7
948,0.42,0.7,0.62,0.5,0.62,0.7
949,0.94,0.7,0.45,0.6,0.17,0.5
950,0.81,0.5,0.55,0.6,0.57,0.3
951,0.17,0.5,0.87,0.4,0.64,0.6
952,0.16,0.3,0.17,0.7,0.86,0.7
953,0.49,0.8,0.11,0.4,0.8,0.6
954,0.8,0.4,0.23,0.7,0.81,0.7
955,0.37,0.6,0.14,0.6,0.92,0.3
956,0.48,0.5,0.15,0.3,0.4,0.4
957,0.33,0.6,0.85,0.5,0.92,0.4
958,0.37,0.5,0.54,0.5,0.64,0.5
959,0.47,0.6,0.22,0.4,0.68,0.3
960,0.59,0.7,0.25,0.5,0.82,0.6
961,0.96,0.5,0.54,0.5,0.49,0.5
962,0.66,0.3,0.51,0.8,0.82,0.8
963,0.54,0.4,0.12,0.4,0.38,0.5
964,0.48,0.6,0.78,0.4,0.56,0.6
965,0.23,0.3,0.32,0.6,0.38,0.6
966,0.17,0.4,0.55,0.7,0.64,0.7
967,0.25,0.4,0.41,0.6,0.68,0.4
968,0.67,0.6,0.42,0.6,0.21,0.5
969,0.95,0.6,0.24,0.7,0.16,0.6
970,0.13,0.8,0.31,0.3,0.52,0.6
971,0.27,0.5,0.81,0.8,0.3,0.4
972,0.57,0.5,0.27,0.6,0.88,0.8
973,0.33,0.8,0.32,0.4,0.77,0.8
974,0.12,0.7,0.29,0.8,0.17,0.7
975,0.54,0.6,0.28,0.7,0.26,0.5
976,0.48,0.5,0.27,0.5,0.82,0.5
977,0.85,0.3,0.86,0.5,0.59,0.5
978,0.67,0.5,0.23,0.5,0.2,0.4
979,0.3,0.6,0.11,0.8,0.18,0.7
980,0.29,0.7,0.85,0.4,0.12,0.6
981,0.4,0.4,0.91,0.7,0.4,0.5
982,0.96,0.8,0.36,0.8,0.44,0.6
983,0.58,0.3,0.55,0.5,0.25,0.6
984,0.14,0.4,0.84,0.7,0.67,0.4
985,0.46,0.8,0.79,0.7,0.57,0.3
986,0.71,0.7,0.82,0.3,0.12,0.5
987,0.94,0.7,0.34,0.8,0.48,0.3
988,0.54,0.5,0.35,0.7,0.32,0.7
989,0.68,0.7,0.16,0.7,0.81,0.6
990,0.57,0.7,0.65,0.7,0.42,0.5
991,0.14,0.4,0.24,0.6,0.33,0.7
992,0.22,0.4,0.56,0.6,0.14,0.5
993,0.18,0.5,0.53,0.8,0.65,0.7
994,0.16,0.4,0.16,0.4,0.67,0.6
995,0.69,0.4,0.2,0.6,0.42,0.6
996,0.73,0.7,0.28,0.8,0.18,0.6
997,0.88,0.4,0.53,0.6,0.52,0.7
998,0.79,0.7,0.26,0.6,0.95,0.5
999,0.26,0.8,0.51,0.6,0.22,0.7
1000,0.41,0.5,0.75,0.8,0.37,0.4
1001,0.32,0.5,0.34,0.7,0.53,0.3
1002,0.54,0.4,0.28,0.7,0.61,0.7
1003,0.43,0.6,0.78,0.7,0.84,0.8
1004,0.47,0.4,0.89,0.4,0.9,0.3
1005,0.7,0.6,0.91,0.8,0.54,0.5
1006,0.59,0.6,0.59,0.8,0.9,0.5
1007,0.91,0.6,0.78,0.4,0.75,0.7
1008,0.38,0.5,0.16,0.8,0.14,0.6
1009,0.21,0.8,0.1,0.7,0.68,0.4
1010,0.7,0.4,0.55,0.7,0.28,0.5
1011,0.39,0.3,0.7,0.3,0.46,0.4
1012,0.96,0.4,0.63,0.7,0.8,0.3
1013,0.84,0.7,0.78,0.6,0.17,0.5
1014,0.32,0.6,0.76,0.5,0.61,0.7
1015,0.78,0.4,0.52,0.7,0.85,0.4
1016,0.15,0.4,0.69,0.8,0.94,0.3
1017,0.83,0.5,0.74,0.6,0.66,0.3
1018,0.89,0.8,0.54,0.4,0.55,0.6
1019,0.33,0.5,0.34,0.3,0.88,0.4
1020,0.16,0.5,0.65,0.8,0.37,0.5
1021,0.77,0.7,0.74,0.6,0.22,0.7
1022,0.37,0.7,0.34,0.5,0.72,0.5
1023,0.8,0.8,0.94,0.8,0.78,0.7
1024,0.53,0.6,0.41,0.8,0.69,0.7
1025,0.86,0.6,0.85,0.5,0.49,0.5
1026,0.47,0.7,0.43,0.7,0.8,0.6
1027,0.67,0.7,0.34,0.7,0.96,0.8
1028,0.18,0.8,0.24,0.5,0.95,0.3
1029,0.23,0.4,0.45,0.6,0.44,0.4
1030,0.88,0.8,0.63,0.5,0.41,0.3
1031,0.95,0.7,0.84,0.5,0.67,0.6
1032,0.71,0.5,0.74,0.3,0.62,0.7
1033,0.57,0.5,0.37,0.4,0.46,0.6
1034,0.27,0.7,0.25,0.6,0.74,0.4
1035,0.66,0.6,0.79,0.5,0.56,0.6
1036,0.66,0.7,0.49,0.4,0.46,0.3
1037,0.91,0.7,0.94,0.6,0.58,0.5
1038,0.89,0.8,0.52,0.5,0.66,0.4
1039,0.57,0.7,0.15,0.7,0.86,0.4
1040,0.43,0.7,0.57,0.7,0.62,0.3
1041,0.94,0.4,0.95,0.5,0.24,0.4
1042,0.33,0.4,0.87,0.7,0.38,0.4
1043,0.53,0.6,0.95,0.6,0.38,0.5
1044,0.15,0.5,0.24,0.7,0.34,0.6
1045,0.31,0.4,0.74,0.6,0.62,0.4
1046,0.91,0.4,0.33,0.3,0.17,0.6
1047,0.66,0.7,0.71,0.4,0.58,0.3
1048,0.49,0.5,0.62,0.8,0.62,0.6
1049,0.24,0.7,0.21,0.4,0.42,0.5
1050,0.28,0.7,0.27,0.8,0.48,0.4
1051,0.77,0.4,0.85,0.6,0.7,0.4
1052,0.89,0.6,0.85,0.6,0.68,0.4
1053,0.2,0.3,0.81,0.7,0.78,0.7
1054,0.72,0.5,0.68,0.7,0.36,0.5
1055,0.7,0.4,0.21,0.7,0.51,0.7
1056,0.4,0.3,0.18,0.3,0.81,0.5
1057,0.36,0.3,0.83,0.6,0.75,0.7
1058,0.94,0.4,0.37,0.4,0.21,0.5
1059,0.58,0.5,0.25,0.8,0.39,0.4
1060,0.85,0.3,0.16,0.6,0.68,0.6
1061,0.37,0.7,0.32,0.7,0.71,0.3
1062,0.87,0.4,0.43,0.4,0.7,0.3
1063,0.23,0.4,0.89,0.4,0.24,0.4
1064,0.63,0.6,0.58,0.8,0.39,0.6
1065,0.58,0.4,0.56,0.3,0.12,0.5
1066,0.69,0.7,0.6,0.7,0.8,0.4
1067,0.86,0.6,0.65,0.6,0.1,0.3
1068,0.63,0.7,0.77,0.4,0.47,0.6
